dataset_index,trajectory_id,regime,trajectory_index,timestep,noise_seed,gamma,noise_sigma,reference_gamma,spatial_points,information_dimension,split
2059,stochastic_000,stochastic,0,79,150020,0.05,0.45,0.0,128,6,train
2060,stochastic_000,stochastic,0,80,150020,0.05,0.45,0.0,128,6,train
2061,stochastic_000,stochastic,0,81,150020,0.05,0.45,0.0,128,6,train
2062,stochastic_000,stochastic,0,82,150020,0.05,0.45,0.0,128,6,train
2063,stochastic_000,stochastic,0,83,150020,0.05,0.45,0.0,128,6,train
2064,stochastic_000,stochastic,0,84,150020,0.05,0.45,0.0,128,6,train
2065,stochastic_000,stochastic,0,85,150020,0.05,0.45,0.0,128,6,train
2066,stochastic_000,stochastic,0,86,150020,0.05,0.45,0.0,128,6,train
2067,stochastic_000,stochastic,0,87,150020,0.05,0.45,0.0,128,6,train
2068,stochastic_000,stochastic,0,88,150020,0.05,0.45,0.0,128,6,train
2069,stochastic_000,stochastic,0,89,150020,0.05,0.45,0.0,128,6,train
2070,stochastic_000,stochastic,0,90,150020,0.05,0.45,0.0,128,6,train
2071,stochastic_000,stochastic,0,91,150020,0.05,0.45,0.0,128,6,train
2072,stochastic_000,stochastic,0,92,150020,0.05,0.45,0.0,128,6,train
2073,stochastic_000,stochastic,0,93,150020,0.05,0.45,0.0,128,6,train
2074,stochastic_000,stochastic,0,94,150020,0.05,0.45,0.0,128,6,train
2075,stochastic_000,stochastic,0,95,150020,0.05,0.45,0.0,128,6,train
2076,stochastic_000,stochastic,0,96,150020,0.05,0.45,0.0,128,6,train
2077,stochastic_000,stochastic,0,97,150020,0.05,0.45,0.0,128,6,train
2078,stochastic_000,stochastic,0,98,150020,0.05,0.45,0.0,128,6,train
2079,stochastic_001,stochastic,1,0,150021,0.05,0.45,0.0,128,6,train
2080,stochastic_001,stochastic,1,1,150021,0.05,0.45,0.0,128,6,train
2081,stochastic_001,stochastic,1,2,150021,0.05,0.45,0.0,128,6,train
2082,stochastic_001,stochastic,1,3,150021,0.05,0.45,0.0,128,6,train
2083,stochastic_001,stochastic,1,4,150021,0.05,0.45,0.0,128,6,train
2084,stochastic_001,stochastic,1,5,150021,0.05,0.45,0.0,128,6,train
2085,stochastic_001,stochastic,1,6,150021,0.05,0.45,0.0,128,6,train
2086,stochastic_001,stochastic,1,7,150021,0.05,0.45,0.0,128,6,train
2087,stochastic_001,stochastic,1,8,150021,0.05,0.45,0.0,128,6,train
2088,stochastic_001,stochastic,1,9,150021,0.05,0.45,0.0,128,6,train
2089,stochastic_001,stochastic,1,10,150021,0.05,0.45,0.0,128,6,train
2090,stochastic_001,stochastic,1,11,150021,0.05,0.45,0.0,128,6,train
2091,stochastic_001,stochastic,1,12,150021,0.05,0.45,0.0,128,6,train
2092,stochastic_001,stochastic,1,13,150021,0.05,0.45,0.0,128,6,train
2093,stochastic_001,stochastic,1,14,150021,0.05,0.45,0.0,128,6,train
2094,stochastic_001,stochastic,1,15,150021,0.05,0.45,0.0,128,6,train
2095,stochastic_001,stochastic,1,16,150021,0.05,0.45,0.0,128,6,train
2096,stochastic_001,stochastic,1,17,150021,0.05,0.45,0.0,128,6,train
2097,stochastic_001,stochastic,1,18,150021,0.05,0.45,0.0,128,6,train
2098,stochastic_001,stochastic,1,19,150021,0.05,0.45,0.0,128,6,train
2099,stochastic_001,stochastic,1,20,150021,0.05,0.45,0.0,128,6,train
2100,stochastic_001,stochastic,1,21,150021,0.05,0.45,0.0,128,6,train
2101,stochastic_001,stochastic,1,22,150021,0.05,0.45,0.0,128,6,train
2102,stochastic_001,stochastic,1,23,150021,0.05,0.45,0.0,128,6,train
2103,stochastic_001,stochastic,1,24,150021,0.05,0.45,0.0,128,6,train
2104,stochastic_001,stochastic,1,25,150021,0.05,0.45,0.0,128,6,train
2105,stochastic_001,stochastic,1,26,150021,0.05,0.45,0.0,128,6,train
2106,stochastic_001,stochastic,1,27,150021,0.05,0.45,0.0,128,6,train
2107,stochastic_001,stochastic,1,28,150021,0.05,0.45,0.0,128,6,train
2108,stochastic_001,stochastic,1,29,150021,0.05,0.45,0.0,128,6,train
2109,stochastic_001,stochastic,1,30,150021,0.05,0.45,0.0,128,6,train
2110,stochastic_001,stochastic,1,31,150021,0.05,0.45,0.0,128,6,train
2111,stochastic_001,stochastic,1,32,150021,0.05,0.45,0.0,128,6,train
2112,stochastic_001,stochastic,1,33,150021,0.05,0.45,0.0,128,6,train
2113,stochastic_001,stochastic,1,34,150021,0.05,0.45,0.0,128,6,train
2114,stochastic_001,stochastic,1,35,150021,0.05,0.45,0.0,128,6,train
2115,stochastic_001,stochastic,1,36,150021,0.05,0.45,0.0,128,6,train
2116,stochastic_001,stochastic,1,37,150021,0.05,0.45,0.0,128,6,train
2117,stochastic_001,stochastic,1,38,150021,0.05,0.45,0.0,128,6,train
2118,stochastic_001,stochastic,1,39,150021,0.05,0.45,0.0,128,6,train
2119,stochastic_001,stochastic,1,40,150021,0.05,0.45,0.0,128,6,train
2120,stochastic_001,stochastic,1,41,150021,0.05,0.45,0.0,128,6,train
2121,stochastic_001,stochastic,1,42,150021,0.05,0.45,0.0,128,6,train
2122,stochastic_001,stochastic,1,43,150021,0.05,0.45,0.0,128,6,train
2123,stochastic_001,stochastic,1,44,150021,0.05,0.45,0.0,128,6,train
2124,stochastic_001,stochastic,1,45,150021,0.05,0.45,0.0,128,6,train
2125,stochastic_001,stochastic,1,46,150021,0.05,0.45,0.0,128,6,train
2126,stochastic_001,stochastic,1,47,150021,0.05,0.45,0.0,128,6,train
2127,stochastic_001,stochastic,1,48,150021,0.05,0.45,0.0,128,6,train
2128,stochastic_001,stochastic,1,49,150021,0.05,0.45,0.0,128,6,train
2129,stochastic_001,stochastic,1,50,150021,0.05,0.45,0.0,128,6,train
2130,stochastic_001,stochastic,1,51,150021,0.05,0.45,0.0,128,6,train
2131,stochastic_001,stochastic,1,52,150021,0.05,0.45,0.0,128,6,train
2132,stochastic_001,stochastic,1,53,150021,0.05,0.45,0.0,128,6,train
2133,stochastic_001,stochastic,1,54,150021,0.05,0.45,0.0,128,6,train
2134,stochastic_001,stochastic,1,55,150021,0.05,0.45,0.0,128,6,train
2135,stochastic_001,stochastic,1,56,150021,0.05,0.45,0.0,128,6,train
2136,stochastic_001,stochastic,1,57,150021,0.05,0.45,0.0,128,6,train
2137,stochastic_001,stochastic,1,58,150021,0.05,0.45,0.0,128,6,train
2138,stochastic_001,stochastic,1,59,150021,0.05,0.45,0.0,128,6,train
2139,stochastic_001,stochastic,1,60,150021,0.05,0.45,0.0,128,6,train
2140,stochastic_001,stochastic,1,61,150021,0.05,0.45,0.0,128,6,train
2141,stochastic_001,stochastic,1,62,150021,0.05,0.45,0.0,128,6,train
2142,stochastic_001,stochastic,1,63,150021,0.05,0.45,0.0,128,6,train
2143,stochastic_001,stochastic,1,64,150021,0.05,0.45,0.0,128,6,train
2144,stochastic_001,stochastic,1,65,150021,0.05,0.45,0.0,128,6,train
2145,stochastic_001,stochastic,1,66,150021,0.05,0.45,0.0,128,6,train
2146,stochastic_001,stochastic,1,67,150021,0.05,0.45,0.0,128,6,train
2147,stochastic_001,stochastic,1,68,150021,0.05,0.45,0.0,128,6,train
2148,stochastic_001,stochastic,1,69,150021,0.05,0.45,0.0,128,6,train
2149,stochastic_001,stochastic,1,70,150021,0.05,0.45,0.0,128,6,train
2150,stochastic_001,stochastic,1,71,150021,0.05,0.45,0.0,128,6,train
2151,stochastic_001,stochastic,1,72,150021,0.05,0.45,0.0,128,6,train
2152,stochastic_001,stochastic,1,73,150021,0.05,0.45,0.0,128,6,train
2153,stochastic_001,stochastic,1,74,150021,0.05,0.45,0.0,128,6,train
2154,stochastic_001,stochastic,1,75,150021,0.05,0.45,0.0,128,6,train
2155,stochastic_001,stochastic,1,76,150021,0.05,0.45,0.0,128,6,train
2156,stochastic_001,stochastic,1,77,150021,0.05,0.45,0.0,128,6,train
2157,stochastic_001,stochastic,1,78,150021,0.05,0.45,0.0,128,6,train
2158,stochastic_001,stochastic,1,79,150021,0.05,0.45,0.0,128,6,train
2159,stochastic_001,stochastic,1,80,150021,0.05,0.45,0.0,128,6,train
2160,stochastic_001,stochastic,1,81,150021,0.05,0.45,0.0,128,6,train
2161,stochastic_001,stochastic,1,82,150021,0.05,0.45,0.0,128,6,train
2162,stochastic_001,stochastic,1,83,150021,0.05,0.45,0.0,128,6,train
2163,stochastic_001,stochastic,1,84,150021,0.05,0.45,0.0,128,6,train
2164,stochastic_001,stochastic,1,85,150021,0.05,0.45,0.0,128,6,train
2165,stochastic_001,stochastic,1,86,150021,0.05,0.45,0.0,128,6,train
2166,stochastic_001,stochastic,1,87,150021,0.05,0.45,0.0,128,6,train
2167,stochastic_001,stochastic,1,88,150021,0.05,0.45,0.0,128,6,train
2168,stochastic_001,stochastic,1,89,150021,0.05,0.45,0.0,128,6,train
2169,stochastic_001,stochastic,1,90,150021,0.05,0.45,0.0,128,6,train
2170,stochastic_001,stochastic,1,91,150021,0.05,0.45,0.0,128,6,train
2171,stochastic_001,stochastic,1,92,150021,0.05,0.45,0.0,128,6,train
2172,stochastic_001,stochastic,1,93,150021,0.05,0.45,0.0,128,6,train
2173,stochastic_001,stochastic,1,94,150021,0.05,0.45,0.0,128,6,train
2174,stochastic_001,stochastic,1,95,150021,0.05,0.45,0.0,128,6,train
2175,stochastic_001,stochastic,1,96,150021,0.05,0.45,0.0,128,6,train
2176,stochastic_001,stochastic,1,97,150021,0.05,0.45,0.0,128,6,train
2177,stochastic_001,stochastic,1,98,150021,0.05,0.45,0.0,128,6,train
2178,stochastic_002,stochastic,2,0,150022,0.05,0.45,0.0,128,6,train
2179,stochastic_002,stochastic,2,1,150022,0.05,0.45,0.0,128,6,train
2180,stochastic_002,stochastic,2,2,150022,0.05,0.45,0.0,128,6,train
2181,stochastic_002,stochastic,2,3,150022,0.05,0.45,0.0,128,6,train
2182,stochastic_002,stochastic,2,4,150022,0.05,0.45,0.0,128,6,train
2183,stochastic_002,stochastic,2,5,150022,0.05,0.45,0.0,128,6,train
2184,stochastic_002,stochastic,2,6,150022,0.05,0.45,0.0,128,6,train
2185,stochastic_002,stochastic,2,7,150022,0.05,0.45,0.0,128,6,train
2186,stochastic_002,stochastic,2,8,150022,0.05,0.45,0.0,128,6,train
2187,stochastic_002,stochastic,2,9,150022,0.05,0.45,0.0,128,6,train
2188,stochastic_002,stochastic,2,10,150022,0.05,0.45,0.0,128,6,train
2189,stochastic_002,stochastic,2,11,150022,0.05,0.45,0.0,128,6,train
2190,stochastic_002,stochastic,2,12,150022,0.05,0.45,0.0,128,6,train
2191,stochastic_002,stochastic,2,13,150022,0.05,0.45,0.0,128,6,train
2192,stochastic_002,stochastic,2,14,150022,0.05,0.45,0.0,128,6,train
2193,stochastic_002,stochastic,2,15,150022,0.05,0.45,0.0,128,6,train
2194,stochastic_002,stochastic,2,16,150022,0.05,0.45,0.0,128,6,train
2195,stochastic_002,stochastic,2,17,150022,0.05,0.45,0.0,128,6,train
2196,stochastic_002,stochastic,2,18,150022,0.05,0.45,0.0,128,6,train
2197,stochastic_002,stochastic,2,19,150022,0.05,0.45,0.0,128,6,train
2198,stochastic_002,stochastic,2,20,150022,0.05,0.45,0.0,128,6,train
2199,stochastic_002,stochastic,2,21,150022,0.05,0.45,0.0,128,6,train
2200,stochastic_002,stochastic,2,22,150022,0.05,0.45,0.0,128,6,train
2201,stochastic_002,stochastic,2,23,150022,0.05,0.45,0.0,128,6,train
2202,stochastic_002,stochastic,2,24,150022,0.05,0.45,0.0,128,6,train
2203,stochastic_002,stochastic,2,25,150022,0.05,0.45,0.0,128,6,train
2204,stochastic_002,stochastic,2,26,150022,0.05,0.45,0.0,128,6,train
2205,stochastic_002,stochastic,2,27,150022,0.05,0.45,0.0,128,6,train
2206,stochastic_002,stochastic,2,28,150022,0.05,0.45,0.0,128,6,train
2207,stochastic_002,stochastic,2,29,150022,0.05,0.45,0.0,128,6,train
2208,stochastic_002,stochastic,2,30,150022,0.05,0.45,0.0,128,6,train
2209,stochastic_002,stochastic,2,31,150022,0.05,0.45,0.0,128,6,train
2210,stochastic_002,stochastic,2,32,150022,0.05,0.45,0.0,128,6,train
2211,stochastic_002,stochastic,2,33,150022,0.05,0.45,0.0,128,6,train
2212,stochastic_002,stochastic,2,34,150022,0.05,0.45,0.0,128,6,train
2213,stochastic_002,stochastic,2,35,150022,0.05,0.45,0.0,128,6,train
2214,stochastic_002,stochastic,2,36,150022,0.05,0.45,0.0,128,6,train
2215,stochastic_002,stochastic,2,37,150022,0.05,0.45,0.0,128,6,train
2216,stochastic_002,stochastic,2,38,150022,0.05,0.45,0.0,128,6,train
2217,stochastic_002,stochastic,2,39,150022,0.05,0.45,0.0,128,6,train
2218,stochastic_002,stochastic,2,40,150022,0.05,0.45,0.0,128,6,train
2219,stochastic_002,stochastic,2,41,150022,0.05,0.45,0.0,128,6,train
2220,stochastic_002,stochastic,2,42,150022,0.05,0.45,0.0,128,6,train
2221,stochastic_002,stochastic,2,43,150022,0.05,0.45,0.0,128,6,train
2222,stochastic_002,stochastic,2,44,150022,0.05,0.45,0.0,128,6,train
2223,stochastic_002,stochastic,2,45,150022,0.05,0.45,0.0,128,6,train
2224,stochastic_002,stochastic,2,46,150022,0.05,0.45,0.0,128,6,train
2225,stochastic_002,stochastic,2,47,150022,0.05,0.45,0.0,128,6,train
2226,stochastic_002,stochastic,2,48,150022,0.05,0.45,0.0,128,6,train
2227,stochastic_002,stochastic,2,49,150022,0.05,0.45,0.0,128,6,train
2228,stochastic_002,stochastic,2,50,150022,0.05,0.45,0.0,128,6,train
2229,stochastic_002,stochastic,2,51,150022,0.05,0.45,0.0,128,6,train
2230,stochastic_002,stochastic,2,52,150022,0.05,0.45,0.0,128,6,train
2231,stochastic_002,stochastic,2,53,150022,0.05,0.45,0.0,128,6,train
2232,stochastic_002,stochastic,2,54,150022,0.05,0.45,0.0,128,6,train
2233,stochastic_002,stochastic,2,55,150022,0.05,0.45,0.0,128,6,train
2234,stochastic_002,stochastic,2,56,150022,0.05,0.45,0.0,128,6,train
2235,stochastic_002,stochastic,2,57,150022,0.05,0.45,0.0,128,6,train
2236,stochastic_002,stochastic,2,58,150022,0.05,0.45,0.0,128,6,train
2237,stochastic_002,stochastic,2,59,150022,0.05,0.45,0.0,128,6,train
2238,stochastic_002,stochastic,2,60,150022,0.05,0.45,0.0,128,6,train
2239,stochastic_002,stochastic,2,61,150022,0.05,0.45,0.0,128,6,train
2240,stochastic_002,stochastic,2,62,150022,0.05,0.45,0.0,128,6,train
2241,stochastic_002,stochastic,2,63,150022,0.05,0.45,0.0,128,6,train
2242,stochastic_002,stochastic,2,64,150022,0.05,0.45,0.0,128,6,train
2243,stochastic_002,stochastic,2,65,150022,0.05,0.45,0.0,128,6,train
2244,stochastic_002,stochastic,2,66,150022,0.05,0.45,0.0,128,6,train
2245,stochastic_002,stochastic,2,67,150022,0.05,0.45,0.0,128,6,train
2246,stochastic_002,stochastic,2,68,150022,0.05,0.45,0.0,128,6,train
2247,stochastic_002,stochastic,2,69,150022,0.05,0.45,0.0,128,6,train
2248,stochastic_002,stochastic,2,70,150022,0.05,0.45,0.0,128,6,train
2249,stochastic_002,stochastic,2,71,150022,0.05,0.45,0.0,128,6,train
2250,stochastic_002,stochastic,2,72,150022,0.05,0.45,0.0,128,6,train
2251,stochastic_002,stochastic,2,73,150022,0.05,0.45,0.0,128,6,train
2252,stochastic_002,stochastic,2,74,150022,0.05,0.45,0.0,128,6,train
2253,stochastic_002,stochastic,2,75,150022,0.05,0.45,0.0,128,6,train
2254,stochastic_002,stochastic,2,76,150022,0.05,0.45,0.0,128,6,train
2255,stochastic_002,stochastic,2,77,150022,0.05,0.45,0.0,128,6,train
2256,stochastic_002,stochastic,2,78,150022,0.05,0.45,0.0,128,6,train
2257,stochastic_002,stochastic,2,79,150022,0.05,0.45,0.0,128,6,train
2258,stochastic_002,stochastic,2,80,150022,0.05,0.45,0.0,128,6,train
2259,stochastic_002,stochastic,2,81,150022,0.05,0.45,0.0,128,6,train
2260,stochastic_002,stochastic,2,82,150022,0.05,0.45,0.0,128,6,train
2261,stochastic_002,stochastic,2,83,150022,0.05,0.45,0.0,128,6,train
2262,stochastic_002,stochastic,2,84,150022,0.05,0.45,0.0,128,6,train
2263,stochastic_002,stochastic,2,85,150022,0.05,0.45,0.0,128,6,train
2264,stochastic_002,stochastic,2,86,150022,0.05,0.45,0.0,128,6,train
2265,stochastic_002,stochastic,2,87,150022,0.05,0.45,0.0,128,6,train
2266,stochastic_002,stochastic,2,88,150022,0.05,0.45,0.0,128,6,train
2267,stochastic_002,stochastic,2,89,150022,0.05,0.45,0.0,128,6,train
2268,stochastic_002,stochastic,2,90,150022,0.05,0.45,0.0,128,6,train
2269,stochastic_002,stochastic,2,91,150022,0.05,0.45,0.0,128,6,train
2270,stochastic_002,stochastic,2,92,150022,0.05,0.45,0.0,128,6,train
2271,stochastic_002,stochastic,2,93,150022,0.05,0.45,0.0,128,6,train
2272,stochastic_002,stochastic,2,94,150022,0.05,0.45,0.0,128,6,train
2273,stochastic_002,stochastic,2,95,150022,0.05,0.45,0.0,128,6,train
2274,stochastic_002,stochastic,2,96,150022,0.05,0.45,0.0,128,6,train
2275,stochastic_002,stochastic,2,97,150022,0.05,0.45,0.0,128,6,train
2276,stochastic_002,stochastic,2,98,150022,0.05,0.45,0.0,128,6,train
2277,stochastic_003,stochastic,3,0,150023,0.05,0.45,0.0,128,6,train
2278,stochastic_003,stochastic,3,1,150023,0.05,0.45,0.0,128,6,train
2279,stochastic_003,stochastic,3,2,150023,0.05,0.45,0.0,128,6,train
2280,stochastic_003,stochastic,3,3,150023,0.05,0.45,0.0,128,6,train
2281,stochastic_003,stochastic,3,4,150023,0.05,0.45,0.0,128,6,train
2282,stochastic_003,stochastic,3,5,150023,0.05,0.45,0.0,128,6,train
2283,stochastic_003,stochastic,3,6,150023,0.05,0.45,0.0,128,6,train
2284,stochastic_003,stochastic,3,7,150023,0.05,0.45,0.0,128,6,train
2285,stochastic_003,stochastic,3,8,150023,0.05,0.45,0.0,128,6,train
2286,stochastic_003,stochastic,3,9,150023,0.05,0.45,0.0,128,6,train
2287,stochastic_003,stochastic,3,10,150023,0.05,0.45,0.0,128,6,train
2288,stochastic_003,stochastic,3,11,150023,0.05,0.45,0.0,128,6,train
2289,stochastic_003,stochastic,3,12,150023,0.05,0.45,0.0,128,6,train
2290,stochastic_003,stochastic,3,13,150023,0.05,0.45,0.0,128,6,train
2291,stochastic_003,stochastic,3,14,150023,0.05,0.45,0.0,128,6,train
2292,stochastic_003,stochastic,3,15,150023,0.05,0.45,0.0,128,6,train
2293,stochastic_003,stochastic,3,16,150023,0.05,0.45,0.0,128,6,train
2294,stochastic_003,stochastic,3,17,150023,0.05,0.45,0.0,128,6,train
2295,stochastic_003,stochastic,3,18,150023,0.05,0.45,0.0,128,6,train
2296,stochastic_003,stochastic,3,19,150023,0.05,0.45,0.0,128,6,train
2297,stochastic_003,stochastic,3,20,150023,0.05,0.45,0.0,128,6,train
2298,stochastic_003,stochastic,3,21,150023,0.05,0.45,0.0,128,6,train
2299,stochastic_003,stochastic,3,22,150023,0.05,0.45,0.0,128,6,train
2300,stochastic_003,stochastic,3,23,150023,0.05,0.45,0.0,128,6,train
2301,stochastic_003,stochastic,3,24,150023,0.05,0.45,0.0,128,6,train
2302,stochastic_003,stochastic,3,25,150023,0.05,0.45,0.0,128,6,train
2303,stochastic_003,stochastic,3,26,150023,0.05,0.45,0.0,128,6,train
2304,stochastic_003,stochastic,3,27,150023,0.05,0.45,0.0,128,6,train
2305,stochastic_003,stochastic,3,28,150023,0.05,0.45,0.0,128,6,train
2306,stochastic_003,stochastic,3,29,150023,0.05,0.45,0.0,128,6,train
2307,stochastic_003,stochastic,3,30,150023,0.05,0.45,0.0,128,6,train
2308,stochastic_003,stochastic,3,31,150023,0.05,0.45,0.0,128,6,train
2309,stochastic_003,stochastic,3,32,150023,0.05,0.45,0.0,128,6,train
2310,stochastic_003,stochastic,3,33,150023,0.05,0.45,0.0,128,6,train
2311,stochastic_003,stochastic,3,34,150023,0.05,0.45,0.0,128,6,train
2312,stochastic_003,stochastic,3,35,150023,0.05,0.45,0.0,128,6,train
2313,stochastic_003,stochastic,3,36,150023,0.05,0.45,0.0,128,6,train
2314,stochastic_003,stochastic,3,37,150023,0.05,0.45,0.0,128,6,train
2315,stochastic_003,stochastic,3,38,150023,0.05,0.45,0.0,128,6,train
2316,stochastic_003,stochastic,3,39,150023,0.05,0.45,0.0,128,6,train
2317,stochastic_003,stochastic,3,40,150023,0.05,0.45,0.0,128,6,train
2318,stochastic_003,stochastic,3,41,150023,0.05,0.45,0.0,128,6,train
2319,stochastic_003,stochastic,3,42,150023,0.05,0.45,0.0,128,6,train
2320,stochastic_003,stochastic,3,43,150023,0.05,0.45,0.0,128,6,train
2321,stochastic_003,stochastic,3,44,150023,0.05,0.45,0.0,128,6,train
2322,stochastic_003,stochastic,3,45,150023,0.05,0.45,0.0,128,6,train
2323,stochastic_003,stochastic,3,46,150023,0.05,0.45,0.0,128,6,train
2324,stochastic_003,stochastic,3,47,150023,0.05,0.45,0.0,128,6,train
2325,stochastic_003,stochastic,3,48,150023,0.05,0.45,0.0,128,6,train
2326,stochastic_003,stochastic,3,49,150023,0.05,0.45,0.0,128,6,train
2327,stochastic_003,stochastic,3,50,150023,0.05,0.45,0.0,128,6,train
2328,stochastic_003,stochastic,3,51,150023,0.05,0.45,0.0,128,6,train
2329,stochastic_003,stochastic,3,52,150023,0.05,0.45,0.0,128,6,train
2330,stochastic_003,stochastic,3,53,150023,0.05,0.45,0.0,128,6,train
2331,stochastic_003,stochastic,3,54,150023,0.05,0.45,0.0,128,6,train
2332,stochastic_003,stochastic,3,55,150023,0.05,0.45,0.0,128,6,train
2333,stochastic_003,stochastic,3,56,150023,0.05,0.45,0.0,128,6,train
2334,stochastic_003,stochastic,3,57,150023,0.05,0.45,0.0,128,6,train
2335,stochastic_003,stochastic,3,58,150023,0.05,0.45,0.0,128,6,train
2336,stochastic_003,stochastic,3,59,150023,0.05,0.45,0.0,128,6,train
2337,stochastic_003,stochastic,3,60,150023,0.05,0.45,0.0,128,6,train
2338,stochastic_003,stochastic,3,61,150023,0.05,0.45,0.0,128,6,train
2339,stochastic_003,stochastic,3,62,150023,0.05,0.45,0.0,128,6,train
2340,stochastic_003,stochastic,3,63,150023,0.05,0.45,0.0,128,6,train
2341,stochastic_003,stochastic,3,64,150023,0.05,0.45,0.0,128,6,train
2342,stochastic_003,stochastic,3,65,150023,0.05,0.45,0.0,128,6,train
2343,stochastic_003,stochastic,3,66,150023,0.05,0.45,0.0,128,6,train
2344,stochastic_003,stochastic,3,67,150023,0.05,0.45,0.0,128,6,train
2345,stochastic_003,stochastic,3,68,150023,0.05,0.45,0.0,128,6,train
2346,stochastic_003,stochastic,3,69,150023,0.05,0.45,0.0,128,6,train
2347,stochastic_003,stochastic,3,70,150023,0.05,0.45,0.0,128,6,train
2348,stochastic_003,stochastic,3,71,150023,0.05,0.45,0.0,128,6,train
2349,stochastic_003,stochastic,3,72,150023,0.05,0.45,0.0,128,6,train
2350,stochastic_003,stochastic,3,73,150023,0.05,0.45,0.0,128,6,train
2351,stochastic_003,stochastic,3,74,150023,0.05,0.45,0.0,128,6,train
2352,stochastic_003,stochastic,3,75,150023,0.05,0.45,0.0,128,6,train
2353,stochastic_003,stochastic,3,76,150023,0.05,0.45,0.0,128,6,train
2354,stochastic_003,stochastic,3,77,150023,0.05,0.45,0.0,128,6,train
2355,stochastic_003,stochastic,3,78,150023,0.05,0.45,0.0,128,6,train
2356,stochastic_003,stochastic,3,79,150023,0.05,0.45,0.0,128,6,train
2357,stochastic_003,stochastic,3,80,150023,0.05,0.45,0.0,128,6,train
2358,stochastic_003,stochastic,3,81,150023,0.05,0.45,0.0,128,6,train
2359,stochastic_003,stochastic,3,82,150023,0.05,0.45,0.0,128,6,train
2360,stochastic_003,stochastic,3,83,150023,0.05,0.45,0.0,128,6,train
2361,stochastic_003,stochastic,3,84,150023,0.05,0.45,0.0,128,6,train
2362,stochastic_003,stochastic,3,85,150023,0.05,0.45,0.0,128,6,train
2363,stochastic_003,stochastic,3,86,150023,0.05,0.45,0.0,128,6,train
2364,stochastic_003,stochastic,3,87,150023,0.05,0.45,0.0,128,6,train
2365,stochastic_003,stochastic,3,88,150023,0.05,0.45,0.0,128,6,train
2366,stochastic_003,stochastic,3,89,150023,0.05,0.45,0.0,128,6,train
2367,stochastic_003,stochastic,3,90,150023,0.05,0.45,0.0,128,6,train
2368,stochastic_003,stochastic,3,91,150023,0.05,0.45,0.0,128,6,train
2369,stochastic_003,stochastic,3,92,150023,0.05,0.45,0.0,128,6,train
2370,stochastic_003,stochastic,3,93,150023,0.05,0.45,0.0,128,6,train
2371,stochastic_003,stochastic,3,94,150023,0.05,0.45,0.0,128,6,train
2372,stochastic_003,stochastic,3,95,150023,0.05,0.45,0.0,128,6,train
2373,stochastic_003,stochastic,3,96,150023,0.05,0.45,0.0,128,6,train
2374,stochastic_003,stochastic,3,97,150023,0.05,0.45,0.0,128,6,train
2375,stochastic_003,stochastic,3,98,150023,0.05,0.45,0.0,128,6,train
2376,stochastic_004,stochastic,4,0,150024,0.05,0.45,0.0,128,6,train
2377,stochastic_004,stochastic,4,1,150024,0.05,0.45,0.0,128,6,train
2378,stochastic_004,stochastic,4,2,150024,0.05,0.45,0.0,128,6,train
2379,stochastic_004,stochastic,4,3,150024,0.05,0.45,0.0,128,6,train
2380,stochastic_004,stochastic,4,4,150024,0.05,0.45,0.0,128,6,train
2381,stochastic_004,stochastic,4,5,150024,0.05,0.45,0.0,128,6,train
2382,stochastic_004,stochastic,4,6,150024,0.05,0.45,0.0,128,6,train
2383,stochastic_004,stochastic,4,7,150024,0.05,0.45,0.0,128,6,train
2384,stochastic_004,stochastic,4,8,150024,0.05,0.45,0.0,128,6,train
2385,stochastic_004,stochastic,4,9,150024,0.05,0.45,0.0,128,6,train
2386,stochastic_004,stochastic,4,10,150024,0.05,0.45,0.0,128,6,train
2387,stochastic_004,stochastic,4,11,150024,0.05,0.45,0.0,128,6,train
2388,stochastic_004,stochastic,4,12,150024,0.05,0.45,0.0,128,6,train
2389,stochastic_004,stochastic,4,13,150024,0.05,0.45,0.0,128,6,train
2390,stochastic_004,stochastic,4,14,150024,0.05,0.45,0.0,128,6,train
2391,stochastic_004,stochastic,4,15,150024,0.05,0.45,0.0,128,6,train
2392,stochastic_004,stochastic,4,16,150024,0.05,0.45,0.0,128,6,train
2393,stochastic_004,stochastic,4,17,150024,0.05,0.45,0.0,128,6,train
2394,stochastic_004,stochastic,4,18,150024,0.05,0.45,0.0,128,6,train
2395,stochastic_004,stochastic,4,19,150024,0.05,0.45,0.0,128,6,train
2396,stochastic_004,stochastic,4,20,150024,0.05,0.45,0.0,128,6,train
2397,stochastic_004,stochastic,4,21,150024,0.05,0.45,0.0,128,6,train
2398,stochastic_004,stochastic,4,22,150024,0.05,0.45,0.0,128,6,train
2399,stochastic_004,stochastic,4,23,150024,0.05,0.45,0.0,128,6,train
2400,stochastic_004,stochastic,4,24,150024,0.05,0.45,0.0,128,6,train
2401,stochastic_004,stochastic,4,25,150024,0.05,0.45,0.0,128,6,train
2402,stochastic_004,stochastic,4,26,150024,0.05,0.45,0.0,128,6,train
2403,stochastic_004,stochastic,4,27,150024,0.05,0.45,0.0,128,6,train
2404,stochastic_004,stochastic,4,28,150024,0.05,0.45,0.0,128,6,train
2405,stochastic_004,stochastic,4,29,150024,0.05,0.45,0.0,128,6,train
2406,stochastic_004,stochastic,4,30,150024,0.05,0.45,0.0,128,6,train
