dataset_index,trajectory_id,regime,trajectory_index,timestep,noise_seed,gamma,noise_sigma,reference_gamma,spatial_points,information_dimension
2957,stochastic_009,stochastic,9,86,150029,0.05,0.45,0.0,128,6
2958,stochastic_009,stochastic,9,87,150029,0.05,0.45,0.0,128,6
2959,stochastic_009,stochastic,9,88,150029,0.05,0.45,0.0,128,6
2960,stochastic_009,stochastic,9,89,150029,0.05,0.45,0.0,128,6
2961,stochastic_009,stochastic,9,90,150029,0.05,0.45,0.0,128,6
2962,stochastic_009,stochastic,9,91,150029,0.05,0.45,0.0,128,6
2963,stochastic_009,stochastic,9,92,150029,0.05,0.45,0.0,128,6
2964,stochastic_009,stochastic,9,93,150029,0.05,0.45,0.0,128,6
2965,stochastic_009,stochastic,9,94,150029,0.05,0.45,0.0,128,6
2966,stochastic_009,stochastic,9,95,150029,0.05,0.45,0.0,128,6
2967,stochastic_009,stochastic,9,96,150029,0.05,0.45,0.0,128,6
2968,stochastic_009,stochastic,9,97,150029,0.05,0.45,0.0,128,6
2969,stochastic_009,stochastic,9,98,150029,0.05,0.45,0.0,128,6
2970,stochastic_010,stochastic,10,0,150030,0.05,0.45,0.0,128,6
2971,stochastic_010,stochastic,10,1,150030,0.05,0.45,0.0,128,6
2972,stochastic_010,stochastic,10,2,150030,0.05,0.45,0.0,128,6
2973,stochastic_010,stochastic,10,3,150030,0.05,0.45,0.0,128,6
2974,stochastic_010,stochastic,10,4,150030,0.05,0.45,0.0,128,6
2975,stochastic_010,stochastic,10,5,150030,0.05,0.45,0.0,128,6
2976,stochastic_010,stochastic,10,6,150030,0.05,0.45,0.0,128,6
2977,stochastic_010,stochastic,10,7,150030,0.05,0.45,0.0,128,6
2978,stochastic_010,stochastic,10,8,150030,0.05,0.45,0.0,128,6
2979,stochastic_010,stochastic,10,9,150030,0.05,0.45,0.0,128,6
2980,stochastic_010,stochastic,10,10,150030,0.05,0.45,0.0,128,6
2981,stochastic_010,stochastic,10,11,150030,0.05,0.45,0.0,128,6
2982,stochastic_010,stochastic,10,12,150030,0.05,0.45,0.0,128,6
2983,stochastic_010,stochastic,10,13,150030,0.05,0.45,0.0,128,6
2984,stochastic_010,stochastic,10,14,150030,0.05,0.45,0.0,128,6
2985,stochastic_010,stochastic,10,15,150030,0.05,0.45,0.0,128,6
2986,stochastic_010,stochastic,10,16,150030,0.05,0.45,0.0,128,6
2987,stochastic_010,stochastic,10,17,150030,0.05,0.45,0.0,128,6
2988,stochastic_010,stochastic,10,18,150030,0.05,0.45,0.0,128,6
2989,stochastic_010,stochastic,10,19,150030,0.05,0.45,0.0,128,6
2990,stochastic_010,stochastic,10,20,150030,0.05,0.45,0.0,128,6
2991,stochastic_010,stochastic,10,21,150030,0.05,0.45,0.0,128,6
2992,stochastic_010,stochastic,10,22,150030,0.05,0.45,0.0,128,6
2993,stochastic_010,stochastic,10,23,150030,0.05,0.45,0.0,128,6
2994,stochastic_010,stochastic,10,24,150030,0.05,0.45,0.0,128,6
2995,stochastic_010,stochastic,10,25,150030,0.05,0.45,0.0,128,6
2996,stochastic_010,stochastic,10,26,150030,0.05,0.45,0.0,128,6
2997,stochastic_010,stochastic,10,27,150030,0.05,0.45,0.0,128,6
2998,stochastic_010,stochastic,10,28,150030,0.05,0.45,0.0,128,6
2999,stochastic_010,stochastic,10,29,150030,0.05,0.45,0.0,128,6
3000,stochastic_010,stochastic,10,30,150030,0.05,0.45,0.0,128,6
3001,stochastic_010,stochastic,10,31,150030,0.05,0.45,0.0,128,6
3002,stochastic_010,stochastic,10,32,150030,0.05,0.45,0.0,128,6
3003,stochastic_010,stochastic,10,33,150030,0.05,0.45,0.0,128,6
3004,stochastic_010,stochastic,10,34,150030,0.05,0.45,0.0,128,6
3005,stochastic_010,stochastic,10,35,150030,0.05,0.45,0.0,128,6
3006,stochastic_010,stochastic,10,36,150030,0.05,0.45,0.0,128,6
3007,stochastic_010,stochastic,10,37,150030,0.05,0.45,0.0,128,6
3008,stochastic_010,stochastic,10,38,150030,0.05,0.45,0.0,128,6
3009,stochastic_010,stochastic,10,39,150030,0.05,0.45,0.0,128,6
3010,stochastic_010,stochastic,10,40,150030,0.05,0.45,0.0,128,6
3011,stochastic_010,stochastic,10,41,150030,0.05,0.45,0.0,128,6
3012,stochastic_010,stochastic,10,42,150030,0.05,0.45,0.0,128,6
3013,stochastic_010,stochastic,10,43,150030,0.05,0.45,0.0,128,6
3014,stochastic_010,stochastic,10,44,150030,0.05,0.45,0.0,128,6
3015,stochastic_010,stochastic,10,45,150030,0.05,0.45,0.0,128,6
3016,stochastic_010,stochastic,10,46,150030,0.05,0.45,0.0,128,6
3017,stochastic_010,stochastic,10,47,150030,0.05,0.45,0.0,128,6
3018,stochastic_010,stochastic,10,48,150030,0.05,0.45,0.0,128,6
3019,stochastic_010,stochastic,10,49,150030,0.05,0.45,0.0,128,6
3020,stochastic_010,stochastic,10,50,150030,0.05,0.45,0.0,128,6
3021,stochastic_010,stochastic,10,51,150030,0.05,0.45,0.0,128,6
3022,stochastic_010,stochastic,10,52,150030,0.05,0.45,0.0,128,6
3023,stochastic_010,stochastic,10,53,150030,0.05,0.45,0.0,128,6
3024,stochastic_010,stochastic,10,54,150030,0.05,0.45,0.0,128,6
3025,stochastic_010,stochastic,10,55,150030,0.05,0.45,0.0,128,6
3026,stochastic_010,stochastic,10,56,150030,0.05,0.45,0.0,128,6
3027,stochastic_010,stochastic,10,57,150030,0.05,0.45,0.0,128,6
3028,stochastic_010,stochastic,10,58,150030,0.05,0.45,0.0,128,6
3029,stochastic_010,stochastic,10,59,150030,0.05,0.45,0.0,128,6
3030,stochastic_010,stochastic,10,60,150030,0.05,0.45,0.0,128,6
3031,stochastic_010,stochastic,10,61,150030,0.05,0.45,0.0,128,6
3032,stochastic_010,stochastic,10,62,150030,0.05,0.45,0.0,128,6
3033,stochastic_010,stochastic,10,63,150030,0.05,0.45,0.0,128,6
3034,stochastic_010,stochastic,10,64,150030,0.05,0.45,0.0,128,6
3035,stochastic_010,stochastic,10,65,150030,0.05,0.45,0.0,128,6
3036,stochastic_010,stochastic,10,66,150030,0.05,0.45,0.0,128,6
3037,stochastic_010,stochastic,10,67,150030,0.05,0.45,0.0,128,6
3038,stochastic_010,stochastic,10,68,150030,0.05,0.45,0.0,128,6
3039,stochastic_010,stochastic,10,69,150030,0.05,0.45,0.0,128,6
3040,stochastic_010,stochastic,10,70,150030,0.05,0.45,0.0,128,6
3041,stochastic_010,stochastic,10,71,150030,0.05,0.45,0.0,128,6
3042,stochastic_010,stochastic,10,72,150030,0.05,0.45,0.0,128,6
3043,stochastic_010,stochastic,10,73,150030,0.05,0.45,0.0,128,6
3044,stochastic_010,stochastic,10,74,150030,0.05,0.45,0.0,128,6
3045,stochastic_010,stochastic,10,75,150030,0.05,0.45,0.0,128,6
3046,stochastic_010,stochastic,10,76,150030,0.05,0.45,0.0,128,6
3047,stochastic_010,stochastic,10,77,150030,0.05,0.45,0.0,128,6
3048,stochastic_010,stochastic,10,78,150030,0.05,0.45,0.0,128,6
3049,stochastic_010,stochastic,10,79,150030,0.05,0.45,0.0,128,6
3050,stochastic_010,stochastic,10,80,150030,0.05,0.45,0.0,128,6
3051,stochastic_010,stochastic,10,81,150030,0.05,0.45,0.0,128,6
3052,stochastic_010,stochastic,10,82,150030,0.05,0.45,0.0,128,6
3053,stochastic_010,stochastic,10,83,150030,0.05,0.45,0.0,128,6
3054,stochastic_010,stochastic,10,84,150030,0.05,0.45,0.0,128,6
3055,stochastic_010,stochastic,10,85,150030,0.05,0.45,0.0,128,6
3056,stochastic_010,stochastic,10,86,150030,0.05,0.45,0.0,128,6
3057,stochastic_010,stochastic,10,87,150030,0.05,0.45,0.0,128,6
3058,stochastic_010,stochastic,10,88,150030,0.05,0.45,0.0,128,6
3059,stochastic_010,stochastic,10,89,150030,0.05,0.45,0.0,128,6
3060,stochastic_010,stochastic,10,90,150030,0.05,0.45,0.0,128,6
3061,stochastic_010,stochastic,10,91,150030,0.05,0.45,0.0,128,6
3062,stochastic_010,stochastic,10,92,150030,0.05,0.45,0.0,128,6
3063,stochastic_010,stochastic,10,93,150030,0.05,0.45,0.0,128,6
3064,stochastic_010,stochastic,10,94,150030,0.05,0.45,0.0,128,6
3065,stochastic_010,stochastic,10,95,150030,0.05,0.45,0.0,128,6
3066,stochastic_010,stochastic,10,96,150030,0.05,0.45,0.0,128,6
3067,stochastic_010,stochastic,10,97,150030,0.05,0.45,0.0,128,6
3068,stochastic_010,stochastic,10,98,150030,0.05,0.45,0.0,128,6
3069,stochastic_011,stochastic,11,0,150031,0.05,0.45,0.0,128,6
3070,stochastic_011,stochastic,11,1,150031,0.05,0.45,0.0,128,6
3071,stochastic_011,stochastic,11,2,150031,0.05,0.45,0.0,128,6
3072,stochastic_011,stochastic,11,3,150031,0.05,0.45,0.0,128,6
3073,stochastic_011,stochastic,11,4,150031,0.05,0.45,0.0,128,6
3074,stochastic_011,stochastic,11,5,150031,0.05,0.45,0.0,128,6
3075,stochastic_011,stochastic,11,6,150031,0.05,0.45,0.0,128,6
3076,stochastic_011,stochastic,11,7,150031,0.05,0.45,0.0,128,6
3077,stochastic_011,stochastic,11,8,150031,0.05,0.45,0.0,128,6
3078,stochastic_011,stochastic,11,9,150031,0.05,0.45,0.0,128,6
3079,stochastic_011,stochastic,11,10,150031,0.05,0.45,0.0,128,6
3080,stochastic_011,stochastic,11,11,150031,0.05,0.45,0.0,128,6
3081,stochastic_011,stochastic,11,12,150031,0.05,0.45,0.0,128,6
3082,stochastic_011,stochastic,11,13,150031,0.05,0.45,0.0,128,6
3083,stochastic_011,stochastic,11,14,150031,0.05,0.45,0.0,128,6
3084,stochastic_011,stochastic,11,15,150031,0.05,0.45,0.0,128,6
3085,stochastic_011,stochastic,11,16,150031,0.05,0.45,0.0,128,6
3086,stochastic_011,stochastic,11,17,150031,0.05,0.45,0.0,128,6
3087,stochastic_011,stochastic,11,18,150031,0.05,0.45,0.0,128,6
3088,stochastic_011,stochastic,11,19,150031,0.05,0.45,0.0,128,6
3089,stochastic_011,stochastic,11,20,150031,0.05,0.45,0.0,128,6
3090,stochastic_011,stochastic,11,21,150031,0.05,0.45,0.0,128,6
3091,stochastic_011,stochastic,11,22,150031,0.05,0.45,0.0,128,6
3092,stochastic_011,stochastic,11,23,150031,0.05,0.45,0.0,128,6
3093,stochastic_011,stochastic,11,24,150031,0.05,0.45,0.0,128,6
3094,stochastic_011,stochastic,11,25,150031,0.05,0.45,0.0,128,6
3095,stochastic_011,stochastic,11,26,150031,0.05,0.45,0.0,128,6
3096,stochastic_011,stochastic,11,27,150031,0.05,0.45,0.0,128,6
3097,stochastic_011,stochastic,11,28,150031,0.05,0.45,0.0,128,6
3098,stochastic_011,stochastic,11,29,150031,0.05,0.45,0.0,128,6
3099,stochastic_011,stochastic,11,30,150031,0.05,0.45,0.0,128,6
3100,stochastic_011,stochastic,11,31,150031,0.05,0.45,0.0,128,6
3101,stochastic_011,stochastic,11,32,150031,0.05,0.45,0.0,128,6
3102,stochastic_011,stochastic,11,33,150031,0.05,0.45,0.0,128,6
3103,stochastic_011,stochastic,11,34,150031,0.05,0.45,0.0,128,6
3104,stochastic_011,stochastic,11,35,150031,0.05,0.45,0.0,128,6
3105,stochastic_011,stochastic,11,36,150031,0.05,0.45,0.0,128,6
3106,stochastic_011,stochastic,11,37,150031,0.05,0.45,0.0,128,6
3107,stochastic_011,stochastic,11,38,150031,0.05,0.45,0.0,128,6
3108,stochastic_011,stochastic,11,39,150031,0.05,0.45,0.0,128,6
3109,stochastic_011,stochastic,11,40,150031,0.05,0.45,0.0,128,6
3110,stochastic_011,stochastic,11,41,150031,0.05,0.45,0.0,128,6
3111,stochastic_011,stochastic,11,42,150031,0.05,0.45,0.0,128,6
3112,stochastic_011,stochastic,11,43,150031,0.05,0.45,0.0,128,6
3113,stochastic_011,stochastic,11,44,150031,0.05,0.45,0.0,128,6
3114,stochastic_011,stochastic,11,45,150031,0.05,0.45,0.0,128,6
3115,stochastic_011,stochastic,11,46,150031,0.05,0.45,0.0,128,6
3116,stochastic_011,stochastic,11,47,150031,0.05,0.45,0.0,128,6
3117,stochastic_011,stochastic,11,48,150031,0.05,0.45,0.0,128,6
3118,stochastic_011,stochastic,11,49,150031,0.05,0.45,0.0,128,6
3119,stochastic_011,stochastic,11,50,150031,0.05,0.45,0.0,128,6
3120,stochastic_011,stochastic,11,51,150031,0.05,0.45,0.0,128,6
3121,stochastic_011,stochastic,11,52,150031,0.05,0.45,0.0,128,6
3122,stochastic_011,stochastic,11,53,150031,0.05,0.45,0.0,128,6
3123,stochastic_011,stochastic,11,54,150031,0.05,0.45,0.0,128,6
3124,stochastic_011,stochastic,11,55,150031,0.05,0.45,0.0,128,6
3125,stochastic_011,stochastic,11,56,150031,0.05,0.45,0.0,128,6
3126,stochastic_011,stochastic,11,57,150031,0.05,0.45,0.0,128,6
3127,stochastic_011,stochastic,11,58,150031,0.05,0.45,0.0,128,6
3128,stochastic_011,stochastic,11,59,150031,0.05,0.45,0.0,128,6
3129,stochastic_011,stochastic,11,60,150031,0.05,0.45,0.0,128,6
3130,stochastic_011,stochastic,11,61,150031,0.05,0.45,0.0,128,6
3131,stochastic_011,stochastic,11,62,150031,0.05,0.45,0.0,128,6
3132,stochastic_011,stochastic,11,63,150031,0.05,0.45,0.0,128,6
3133,stochastic_011,stochastic,11,64,150031,0.05,0.45,0.0,128,6
3134,stochastic_011,stochastic,11,65,150031,0.05,0.45,0.0,128,6
3135,stochastic_011,stochastic,11,66,150031,0.05,0.45,0.0,128,6
3136,stochastic_011,stochastic,11,67,150031,0.05,0.45,0.0,128,6
3137,stochastic_011,stochastic,11,68,150031,0.05,0.45,0.0,128,6
3138,stochastic_011,stochastic,11,69,150031,0.05,0.45,0.0,128,6
3139,stochastic_011,stochastic,11,70,150031,0.05,0.45,0.0,128,6
3140,stochastic_011,stochastic,11,71,150031,0.05,0.45,0.0,128,6
3141,stochastic_011,stochastic,11,72,150031,0.05,0.45,0.0,128,6
3142,stochastic_011,stochastic,11,73,150031,0.05,0.45,0.0,128,6
3143,stochastic_011,stochastic,11,74,150031,0.05,0.45,0.0,128,6
3144,stochastic_011,stochastic,11,75,150031,0.05,0.45,0.0,128,6
3145,stochastic_011,stochastic,11,76,150031,0.05,0.45,0.0,128,6
3146,stochastic_011,stochastic,11,77,150031,0.05,0.45,0.0,128,6
3147,stochastic_011,stochastic,11,78,150031,0.05,0.45,0.0,128,6
3148,stochastic_011,stochastic,11,79,150031,0.05,0.45,0.0,128,6
3149,stochastic_011,stochastic,11,80,150031,0.05,0.45,0.0,128,6
3150,stochastic_011,stochastic,11,81,150031,0.05,0.45,0.0,128,6
3151,stochastic_011,stochastic,11,82,150031,0.05,0.45,0.0,128,6
3152,stochastic_011,stochastic,11,83,150031,0.05,0.45,0.0,128,6
3153,stochastic_011,stochastic,11,84,150031,0.05,0.45,0.0,128,6
3154,stochastic_011,stochastic,11,85,150031,0.05,0.45,0.0,128,6
3155,stochastic_011,stochastic,11,86,150031,0.05,0.45,0.0,128,6
3156,stochastic_011,stochastic,11,87,150031,0.05,0.45,0.0,128,6
3157,stochastic_011,stochastic,11,88,150031,0.05,0.45,0.0,128,6
3158,stochastic_011,stochastic,11,89,150031,0.05,0.45,0.0,128,6
3159,stochastic_011,stochastic,11,90,150031,0.05,0.45,0.0,128,6
3160,stochastic_011,stochastic,11,91,150031,0.05,0.45,0.0,128,6
3161,stochastic_011,stochastic,11,92,150031,0.05,0.45,0.0,128,6
3162,stochastic_011,stochastic,11,93,150031,0.05,0.45,0.0,128,6
3163,stochastic_011,stochastic,11,94,150031,0.05,0.45,0.0,128,6
3164,stochastic_011,stochastic,11,95,150031,0.05,0.45,0.0,128,6
3165,stochastic_011,stochastic,11,96,150031,0.05,0.45,0.0,128,6
3166,stochastic_011,stochastic,11,97,150031,0.05,0.45,0.0,128,6
3167,stochastic_011,stochastic,11,98,150031,0.05,0.45,0.0,128,6
3168,stochastic_012,stochastic,12,0,150032,0.05,0.45,0.0,128,6
3169,stochastic_012,stochastic,12,1,150032,0.05,0.45,0.0,128,6
3170,stochastic_012,stochastic,12,2,150032,0.05,0.45,0.0,128,6
3171,stochastic_012,stochastic,12,3,150032,0.05,0.45,0.0,128,6
3172,stochastic_012,stochastic,12,4,150032,0.05,0.45,0.0,128,6
3173,stochastic_012,stochastic,12,5,150032,0.05,0.45,0.0,128,6
3174,stochastic_012,stochastic,12,6,150032,0.05,0.45,0.0,128,6
3175,stochastic_012,stochastic,12,7,150032,0.05,0.45,0.0,128,6
3176,stochastic_012,stochastic,12,8,150032,0.05,0.45,0.0,128,6
3177,stochastic_012,stochastic,12,9,150032,0.05,0.45,0.0,128,6
3178,stochastic_012,stochastic,12,10,150032,0.05,0.45,0.0,128,6
3179,stochastic_012,stochastic,12,11,150032,0.05,0.45,0.0,128,6
3180,stochastic_012,stochastic,12,12,150032,0.05,0.45,0.0,128,6
3181,stochastic_012,stochastic,12,13,150032,0.05,0.45,0.0,128,6
3182,stochastic_012,stochastic,12,14,150032,0.05,0.45,0.0,128,6
3183,stochastic_012,stochastic,12,15,150032,0.05,0.45,0.0,128,6
3184,stochastic_012,stochastic,12,16,150032,0.05,0.45,0.0,128,6
3185,stochastic_012,stochastic,12,17,150032,0.05,0.45,0.0,128,6
3186,stochastic_012,stochastic,12,18,150032,0.05,0.45,0.0,128,6
3187,stochastic_012,stochastic,12,19,150032,0.05,0.45,0.0,128,6
3188,stochastic_012,stochastic,12,20,150032,0.05,0.45,0.0,128,6
3189,stochastic_012,stochastic,12,21,150032,0.05,0.45,0.0,128,6
3190,stochastic_012,stochastic,12,22,150032,0.05,0.45,0.0,128,6
3191,stochastic_012,stochastic,12,23,150032,0.05,0.45,0.0,128,6
3192,stochastic_012,stochastic,12,24,150032,0.05,0.45,0.0,128,6
3193,stochastic_012,stochastic,12,25,150032,0.05,0.45,0.0,128,6
3194,stochastic_012,stochastic,12,26,150032,0.05,0.45,0.0,128,6
3195,stochastic_012,stochastic,12,27,150032,0.05,0.45,0.0,128,6
3196,stochastic_012,stochastic,12,28,150032,0.05,0.45,0.0,128,6
3197,stochastic_012,stochastic,12,29,150032,0.05,0.45,0.0,128,6
3198,stochastic_012,stochastic,12,30,150032,0.05,0.45,0.0,128,6
3199,stochastic_012,stochastic,12,31,150032,0.05,0.45,0.0,128,6
3200,stochastic_012,stochastic,12,32,150032,0.05,0.45,0.0,128,6
3201,stochastic_012,stochastic,12,33,150032,0.05,0.45,0.0,128,6
3202,stochastic_012,stochastic,12,34,150032,0.05,0.45,0.0,128,6
3203,stochastic_012,stochastic,12,35,150032,0.05,0.45,0.0,128,6
3204,stochastic_012,stochastic,12,36,150032,0.05,0.45,0.0,128,6
3205,stochastic_012,stochastic,12,37,150032,0.05,0.45,0.0,128,6
3206,stochastic_012,stochastic,12,38,150032,0.05,0.45,0.0,128,6
3207,stochastic_012,stochastic,12,39,150032,0.05,0.45,0.0,128,6
3208,stochastic_012,stochastic,12,40,150032,0.05,0.45,0.0,128,6
3209,stochastic_012,stochastic,12,41,150032,0.05,0.45,0.0,128,6
3210,stochastic_012,stochastic,12,42,150032,0.05,0.45,0.0,128,6
3211,stochastic_012,stochastic,12,43,150032,0.05,0.45,0.0,128,6
3212,stochastic_012,stochastic,12,44,150032,0.05,0.45,0.0,128,6
3213,stochastic_012,stochastic,12,45,150032,0.05,0.45,0.0,128,6
3214,stochastic_012,stochastic,12,46,150032,0.05,0.45,0.0,128,6
3215,stochastic_012,stochastic,12,47,150032,0.05,0.45,0.0,128,6
3216,stochastic_012,stochastic,12,48,150032,0.05,0.45,0.0,128,6
3217,stochastic_012,stochastic,12,49,150032,0.05,0.45,0.0,128,6
3218,stochastic_012,stochastic,12,50,150032,0.05,0.45,0.0,128,6
3219,stochastic_012,stochastic,12,51,150032,0.05,0.45,0.0,128,6
3220,stochastic_012,stochastic,12,52,150032,0.05,0.45,0.0,128,6
3221,stochastic_012,stochastic,12,53,150032,0.05,0.45,0.0,128,6
3222,stochastic_012,stochastic,12,54,150032,0.05,0.45,0.0,128,6
3223,stochastic_012,stochastic,12,55,150032,0.05,0.45,0.0,128,6
3224,stochastic_012,stochastic,12,56,150032,0.05,0.45,0.0,128,6
3225,stochastic_012,stochastic,12,57,150032,0.05,0.45,0.0,128,6
3226,stochastic_012,stochastic,12,58,150032,0.05,0.45,0.0,128,6
3227,stochastic_012,stochastic,12,59,150032,0.05,0.45,0.0,128,6
3228,stochastic_012,stochastic,12,60,150032,0.05,0.45,0.0,128,6
3229,stochastic_012,stochastic,12,61,150032,0.05,0.45,0.0,128,6
3230,stochastic_012,stochastic,12,62,150032,0.05,0.45,0.0,128,6
3231,stochastic_012,stochastic,12,63,150032,0.05,0.45,0.0,128,6
3232,stochastic_012,stochastic,12,64,150032,0.05,0.45,0.0,128,6
3233,stochastic_012,stochastic,12,65,150032,0.05,0.45,0.0,128,6
3234,stochastic_012,stochastic,12,66,150032,0.05,0.45,0.0,128,6
3235,stochastic_012,stochastic,12,67,150032,0.05,0.45,0.0,128,6
3236,stochastic_012,stochastic,12,68,150032,0.05,0.45,0.0,128,6
3237,stochastic_012,stochastic,12,69,150032,0.05,0.45,0.0,128,6
3238,stochastic_012,stochastic,12,70,150032,0.05,0.45,0.0,128,6
3239,stochastic_012,stochastic,12,71,150032,0.05,0.45,0.0,128,6
3240,stochastic_012,stochastic,12,72,150032,0.05,0.45,0.0,128,6
3241,stochastic_012,stochastic,12,73,150032,0.05,0.45,0.0,128,6
3242,stochastic_012,stochastic,12,74,150032,0.05,0.45,0.0,128,6
3243,stochastic_012,stochastic,12,75,150032,0.05,0.45,0.0,128,6
3244,stochastic_012,stochastic,12,76,150032,0.05,0.45,0.0,128,6
3245,stochastic_012,stochastic,12,77,150032,0.05,0.45,0.0,128,6
3246,stochastic_012,stochastic,12,78,150032,0.05,0.45,0.0,128,6
3247,stochastic_012,stochastic,12,79,150032,0.05,0.45,0.0,128,6
3248,stochastic_012,stochastic,12,80,150032,0.05,0.45,0.0,128,6
3249,stochastic_012,stochastic,12,81,150032,0.05,0.45,0.0,128,6
3250,stochastic_012,stochastic,12,82,150032,0.05,0.45,0.0,128,6
3251,stochastic_012,stochastic,12,83,150032,0.05,0.45,0.0,128,6
3252,stochastic_012,stochastic,12,84,150032,0.05,0.45,0.0,128,6
3253,stochastic_012,stochastic,12,85,150032,0.05,0.45,0.0,128,6
3254,stochastic_012,stochastic,12,86,150032,0.05,0.45,0.0,128,6
3255,stochastic_012,stochastic,12,87,150032,0.05,0.45,0.0,128,6
3256,stochastic_012,stochastic,12,88,150032,0.05,0.45,0.0,128,6
3257,stochastic_012,stochastic,12,89,150032,0.05,0.45,0.0,128,6
3258,stochastic_012,stochastic,12,90,150032,0.05,0.45,0.0,128,6
3259,stochastic_012,stochastic,12,91,150032,0.05,0.45,0.0,128,6
3260,stochastic_012,stochastic,12,92,150032,0.05,0.45,0.0,128,6
3261,stochastic_012,stochastic,12,93,150032,0.05,0.45,0.0,128,6
3262,stochastic_012,stochastic,12,94,150032,0.05,0.45,0.0,128,6
3263,stochastic_012,stochastic,12,95,150032,0.05,0.45,0.0,128,6
3264,stochastic_012,stochastic,12,96,150032,0.05,0.45,0.0,128,6
3265,stochastic_012,stochastic,12,97,150032,0.05,0.45,0.0,128,6
3266,stochastic_012,stochastic,12,98,150032,0.05,0.45,0.0,128,6
3267,stochastic_013,stochastic,13,0,150033,0.05,0.45,0.0,128,6
3268,stochastic_013,stochastic,13,1,150033,0.05,0.45,0.0,128,6
3269,stochastic_013,stochastic,13,2,150033,0.05,0.45,0.0,128,6
3270,stochastic_013,stochastic,13,3,150033,0.05,0.45,0.0,128,6
3271,stochastic_013,stochastic,13,4,150033,0.05,0.45,0.0,128,6
3272,stochastic_013,stochastic,13,5,150033,0.05,0.45,0.0,128,6
3273,stochastic_013,stochastic,13,6,150033,0.05,0.45,0.0,128,6
3274,stochastic_013,stochastic,13,7,150033,0.05,0.45,0.0,128,6
3275,stochastic_013,stochastic,13,8,150033,0.05,0.45,0.0,128,6
3276,stochastic_013,stochastic,13,9,150033,0.05,0.45,0.0,128,6
3277,stochastic_013,stochastic,13,10,150033,0.05,0.45,0.0,128,6
3278,stochastic_013,stochastic,13,11,150033,0.05,0.45,0.0,128,6
3279,stochastic_013,stochastic,13,12,150033,0.05,0.45,0.0,128,6
3280,stochastic_013,stochastic,13,13,150033,0.05,0.45,0.0,128,6
3281,stochastic_013,stochastic,13,14,150033,0.05,0.45,0.0,128,6
3282,stochastic_013,stochastic,13,15,150033,0.05,0.45,0.0,128,6
3283,stochastic_013,stochastic,13,16,150033,0.05,0.45,0.0,128,6
3284,stochastic_013,stochastic,13,17,150033,0.05,0.45,0.0,128,6
3285,stochastic_013,stochastic,13,18,150033,0.05,0.45,0.0,128,6
3286,stochastic_013,stochastic,13,19,150033,0.05,0.45,0.0,128,6
3287,stochastic_013,stochastic,13,20,150033,0.05,0.45,0.0,128,6
3288,stochastic_013,stochastic,13,21,150033,0.05,0.45,0.0,128,6
3289,stochastic_013,stochastic,13,22,150033,0.05,0.45,0.0,128,6
3290,stochastic_013,stochastic,13,23,150033,0.05,0.45,0.0,128,6
3291,stochastic_013,stochastic,13,24,150033,0.05,0.45,0.0,128,6
3292,stochastic_013,stochastic,13,25,150033,0.05,0.45,0.0,128,6
3293,stochastic_013,stochastic,13,26,150033,0.05,0.45,0.0,128,6
3294,stochastic_013,stochastic,13,27,150033,0.05,0.45,0.0,128,6
3295,stochastic_013,stochastic,13,28,150033,0.05,0.45,0.0,128,6
3296,stochastic_013,stochastic,13,29,150033,0.05,0.45,0.0,128,6
3297,stochastic_013,stochastic,13,30,150033,0.05,0.45,0.0,128,6
3298,stochastic_013,stochastic,13,31,150033,0.05,0.45,0.0,128,6
3299,stochastic_013,stochastic,13,32,150033,0.05,0.45,0.0,128,6
3300,stochastic_013,stochastic,13,33,150033,0.05,0.45,0.0,128,6
3301,stochastic_013,stochastic,13,34,150033,0.05,0.45,0.0,128,6
3302,stochastic_013,stochastic,13,35,150033,0.05,0.45,0.0,128,6
3303,stochastic_013,stochastic,13,36,150033,0.05,0.45,0.0,128,6
3304,stochastic_013,stochastic,13,37,150033,0.05,0.45,0.0,128,6
3305,stochastic_013,stochastic,13,38,150033,0.05,0.45,0.0,128,6
3306,stochastic_013,stochastic,13,39,150033,0.05,0.45,0.0,128,6
3307,stochastic_013,stochastic,13,40,150033,0.05,0.45,0.0,128,6
3308,stochastic_013,stochastic,13,41,150033,0.05,0.45,0.0,128,6
3309,stochastic_013,stochastic,13,42,150033,0.05,0.45,0.0,128,6
3310,stochastic_013,stochastic,13,43,150033,0.05,0.45,0.0,128,6
3311,stochastic_013,stochastic,13,44,150033,0.05,0.45,0.0,128,6
3312,stochastic_013,stochastic,13,45,150033,0.05,0.45,0.0,128,6
3313,stochastic_013,stochastic,13,46,150033,0.05,0.45,0.0,128,6
3314,stochastic_013,stochastic,13,47,150033,0.05,0.45,0.0,128,6
3315,stochastic_013,stochastic,13,48,150033,0.05,0.45,0.0,128,6
3316,stochastic_013,stochastic,13,49,150033,0.05,0.45,0.0,128,6
3317,stochastic_013,stochastic,13,50,150033,0.05,0.45,0.0,128,6
3318,stochastic_013,stochastic,13,51,150033,0.05,0.45,0.0,128,6
3319,stochastic_013,stochastic,13,52,150033,0.05,0.45,0.0,128,6
3320,stochastic_013,stochastic,13,53,150033,0.05,0.45,0.0,128,6
3321,stochastic_013,stochastic,13,54,150033,0.05,0.45,0.0,128,6
3322,stochastic_013,stochastic,13,55,150033,0.05,0.45,0.0,128,6
